frag_c1	214047	frag_c10	62698	135479	135548	48760	48848	163	F
frag_c1	214047	frag_c10	62698	39909	39999	37814	37897	146	R
frag_c1	214047	frag_c11	94799	109973	110078	55762	55828	163	R
frag_c1	214047	frag_c11	94799	113188	113255	87176	87275	161	R
frag_c1	214047	frag_c11	94799	118649	118723	51529	51620	162	F
frag_c1	214047	frag_c11	94799	135191	135271	26066	26146	164	F
frag_c1	214047	frag_c11	94799	139115	139192	75801	75876	162	F
frag_c1	214047	frag_c11	94799	140300	140360	76151	76261	162	F
frag_c1	214047	frag_c11	94799	156575	156633	1048	1143	154	R
frag_c1	214047	frag_c11	94799	174960	175061	33458	33527	161	F
frag_c1	214047	frag_c12	65513	11076	11167	6278	6339	162	F
frag_c1	214047	frag_c12	65513	119929	120004	4606	4682	161	R
frag_c1	214047	frag_c12	65513	157385	157479	49709	49781	154	R
frag_c1	214047	frag_c13	30461	112243	112352	11825	11882	157	R
frag_c1	214047	frag_c13	30461	146068	146171	7170	7244	164	R
frag_c1	214047	frag_c13	30461	28881	28961	24952	24997	120	R
frag_c1	214047	frag_c14	165582	101766	101840	127224	127315	163	R
frag_c1	214047	frag_c14	165582	125036	125110	91655	91743	156	F
frag_c1	214047	frag_c14	165582	154295	154390	120127	120206	155	R
frag_c1	214047	frag_c14	165582	28229	28300	43566	43655	164	F
frag_c1	214047	frag_c14	165582	33215	33278	64159	64221	159	F
frag_c1	214047	frag_c14	165582	34435	34506	116321	116418	147	F
frag_c1	214047	frag_c14	165582	59529	59614	73763	73841	144	R
frag_c1	214047	frag_c14	165582	85359	85456	124906	124985	164	R
frag_c1	214047	frag_c14	165582	96622	96723	69306	69364	73	R
frag_c1	214047	frag_c15	89936	123962	124051	27314	27400	155	R
frag_c1	214047	frag_c15	89936	182623	182687	67706	67794	155	F
frag_c1	214047	frag_c15	89936	206465	206552	20004	20085	147	F
frag_c1	214047	frag_c15	89936	23029	23122	22464	22550	156	R
frag_c1	214047	frag_c15	89936	25139	25228	15292	15358	162	F
frag_c1	214047	frag_c15	89936	4691	4776	35345	35434	139	R
frag_c1	214047	frag_c15	89936	56445	56515	18371	18462	163	R
frag_c1	214047	frag_c16	51084	39329	39438	17788	17860	165	F
frag_c1	214047	frag_c17	52939	95435	95501	12087	12189	149	F
frag_c1	214047	frag_c18	101966	10253	10328	22084	22136	149	F
frag_c1	214047	frag_c18	101966	139373	139449	73303	73382	154	R
frag_c1	214047	frag_c18	101966	143900	143991	17116	17196	157	F
frag_c1	214047	frag_c18	101966	210049	210147	34584	34665	165	R
frag_c1	214047	frag_c18	101966	36094	36164	35042	35143	164	F
frag_c1	214047	frag_c18	101966	71144	71226	69450	69528	153	R
frag_c1	214047	frag_c18	101966	96590	96674	78455	78537	164	R
frag_c1	214047	frag_c19	87124	103827	103907	62908	62995	156	R
frag_c1	214047	frag_c19	87124	108896	108998	20609	20673	164	R
frag_c1	214047	frag_c19	87124	145220	145324	85167	85244	161	F
frag_c1	214047	frag_c2	176828	103792	103874	140444	140529	138	R
frag_c1	214047	frag_c2	176828	112101	112203	136192	136251	161	R
frag_c1	214047	frag_c2	176828	112119	112193	164674	164761	163	R
frag_c1	214047	frag_c2	176828	122125	122211	27968	28042	139	F
frag_c1	214047	frag_c2	176828	131207	131306	3216	3312	159	F
frag_c1	214047	frag_c2	176828	173052	173141	132749	132829	164	R
frag_c1	214047	frag_c2	176828	176076	176161	57309	57376	150	R
frag_c1	214047	frag_c2	176828	193615	193712	56887	56964	147	R
frag_c1	214047	frag_c2	176828	193645	193739	2333	2402	162	R
frag_c1	214047	frag_c2	176828	208891	208946	26131	26259	85	F
frag_c1	214047	frag_c2	176828	24081	24172	67257	67329	164	F
frag_c1	214047	frag_c2	176828	5755	5827	86854	86927	161	R
frag_c1	214047	frag_c20	147947	147968	148052	32302	32383	149	F
frag_c1	214047	frag_c20	147947	201973	202045	86448	86509	149	F
frag_c1	214047	frag_c20	147947	213130	213209	5165	5249	163	R
frag_c1	214047	frag_c20	147947	74399	74520	115304	115344	158	R
frag_c1	214047	frag_c21	46627	163630	163720	12863	12939	164	R
frag_c1	214047	frag_c21	46627	164011	164120	4496	4562	153	F
frag_c1	214047	frag_c21	46627	210822	210914	46197	46260	163	F
frag_c1	214047	frag_c21	46627	211004	211090	45980	46059	145	F
frag_c1	214047	frag_c21	46627	211064	211135	46104	46200	164	F
frag_c1	214047	frag_c21	46627	211068	211133	46005	46105	163	F
frag_c1	214047	frag_c21	46627	211070	211121	46128	46225	159	F
frag_c1	214047	frag_c21	46627	211073	211142	46177	46274	129	F
frag_c1	214047	frag_c21	46627	211080	211136	46414	46496	146	F
frag_c1	214047	frag_c21	46627	211084	211180	46212	46295	157	F
frag_c1	214047	frag_c21	46627	211095	211202	46157	46223	156	F
frag_c1	214047	frag_c21	46627	211149	211247	45948	46018	164	F
frag_c1	214047	frag_c21	46627	211198	211268	45915	46007	145	F
frag_c1	214047	frag_c21	46627	211209	211298	45934	46005	164	F
frag_c1	214047	frag_c21	46627	211213	211292	45899	45974	153	F
frag_c1	214047	frag_c21	46627	211235	211319	45881	45962	164	F
frag_c1	214047	frag_c21	46627	211236	211313	45980	46013	144	F
frag_c1	214047	frag_c21	46627	211273	211350	45742	45842	148	F
frag_c1	214047	frag_c21	46627	211275	211332	45733	45841	146	F
frag_c1	214047	frag_c21	46627	211279	211344	45743	45845	112	F
frag_c1	214047	frag_c21	46627	211317	211399	46037	46129	165	F
frag_c1	214047	frag_c21	46627	211328	211421	45819	45907	166	F
frag_c1	214047	frag_c21	46627	211332	211411	45724	45807	164	F
frag_c1	214047	frag_c21	46627	211347	211420	46161	46273	158	F
frag_c1	214047	frag_c21	46627	211351	211426	45991	46071	163	F
frag_c1	214047	frag_c21	46627	211354	211414	45629	45698	159	F
frag_c1	214047	frag_c21	46627	211370	211457	46178	46260	165	F
frag_c1	214047	frag_c21	46627	211379	211467	45970	46045	160	F
frag_c1	214047	frag_c21	46627	211380	211458	46086	46172	163	F
frag_c1	214047	frag_c21	46627	211390	211481	46193	46276	156	F
frag_c1	214047	frag_c21	46627	211391	211503	45813	45864	155	F
frag_c1	214047	frag_c21	46627	211408	211489	45800	45864	153	F
frag_c1	214047	frag_c21	46627	211418	211506	46094	46176	146	F
frag_c1	214047	frag_c21	46627	211418	211511	45470	45539	154	F
frag_c1	214047	frag_c21	46627	211423	211478	46017	46131	162	F
frag_c1	214047	frag_c21	46627	211423	211533	45962	46024	145	F
frag_c1	214047	frag_c21	46627	211431	211533	45980	46055	164	F
frag_c1	214047	frag_c21	46627	211443	211528	46177	46265	132	F
frag_c1	214047	frag_c21	46627	211447	211534	45697	45775	154	F
frag_c1	214047	frag_c21	46627	211453	211522	45497	45589	163	F
frag_c1	214047	frag_c21	46627	211468	211534	45760	45854	163	F
frag_c1	214047	frag_c21	46627	211473	211568	45367	45432	143	F
frag_c1	214047	frag_c21	46627	211484	211568	46108	46188	164	F
frag_c1	214047	frag_c21	46627	211505	211559	45797	45900	161	F
frag_c1	214047	frag_c21	46627	211520	211599	46139	46221	154	F
frag_c1	214047	frag_c21	46627	211529	211619	45575	45650	164	F
frag_c1	214047	frag_c21	46627	211538	211636	45895	45980	164	F
frag_c1	214047	frag_c21	46627	211540	211639	45814	45875	140	F
frag_c1	214047	frag_c21	46627	211572	211680	45951	46005	149	F
frag_c1	214047	frag_c21	46627	211575	211659	45713	45790	159	F
frag_c1	214047	frag_c21	46627	211597	211670	45568	45661	163	F
frag_c1	214047	frag_c21	46627	211599	211658	46047	46145	162	F
frag_c1	214047	frag_c21	46627	211624	211692	45692	45783	162	F
frag_c1	214047	frag_c21	46627	211651	211753	45864	45931	157	F
frag_c1	214047	frag_c21	46627	211653	211735	44988	45057	161	F
frag_c1	214047	frag_c21	46627	211690	211775	45321	45397	162	F
frag_c1	214047	frag_c21	46627	211690	211783	46042	46116	86	F
frag_c1	214047	frag_c21	46627	211699	211775	46086	46182	155	F
frag_c1	214047	frag_c21	46627	211699	211781	45609	45692	158	F
frag_c1	214047	frag_c21	46627	211706	211802	45937	46005	148	F
frag_c1	214047	frag_c21	46627	211712	211778	45643	45754	164	F
frag_c1	214047	frag_c21	46627	211727	211767	45484	45592	156	F
frag_c1	214047	frag_c21	46627	211743	211841	45773	45838	86	F
frag_c1	214047	frag_c21	46627	211765	211839	45470	45564	148	F
frag_c1	214047	frag_c21	46627	211772	211859	45897	45978	156	F
frag_c1	214047	frag_c21	46627	211794	211891	45594	45659	125	F
frag_c1	214047	frag_c21	46627	211798	211891	45671	45745	164	F
frag_c1	214047	frag_c21	46627	211805	211863	45742	45847	162	F
frag_c1	214047	frag_c21	46627	211807	211893	45787	45885	164	F
frag_c1	214047	frag_c21	46627	211813	211900	45665	45754	166	F
frag_c1	214047	frag_c21	46627	211821	211877	45637	45745	162	F
frag_c1	214047	frag_c21	46627	211829	211912	46032	46122	165	F
frag_c1	214047	frag_c21	46627	211840	211937	45620	45698	158	F
frag_c1	214047	frag_c21	46627	211841	211908	45619	45710	152	F
frag_c1	214047	frag_c21	46627	211850	211942	45890	45953	46	F
frag_c1	214047	frag_c21	46627	211852	211935	45706	45785	163	F
frag_c1	214047	frag_c21	46627	211856	211913	45435	45548	150	F
frag_c1	214047	frag_c21	46627	211874	211938	45560	45658	155	F
frag_c1	214047	frag_c21	46627	211882	211949	45730	45836	157	F
frag_c1	214047	frag_c21	46627	211887	211926	45549	45668	157	F
frag_c1	214047	frag_c21	46627	211900	211977	45725	45804	143	F
frag_c1	214047	frag_c21	46627	211902	211982	45364	45448	164	F
frag_c1	214047	frag_c21	46627	211916	211982	45641	45746	164	F
frag_c1	214047	frag_c21	46627	211916	212003	44973	45057	147	F
frag_c1	214047	frag_c21	46627	211931	212033	45223	45291	157	F
frag_c1	214047	frag_c21	46627	211933	211996	45557	45659	135	F
frag_c1	214047	frag_c21	46627	211938	212026	45831	45900	154	F
frag_c1	214047	frag_c21	46627	211959	212007	45616	45726	144	F
frag_c1	214047	frag_c21	46627	211961	212060	44853	44916	143	F
frag_c1	214047	frag_c21	46627	211974	212056	45816	45897	155	F
frag_c1	214047	frag_c21	46627	211979	212062	45422	45502	156	F
frag_c1	214047	frag_c21	46627	211982	212035	45138	45236	139	F
frag_c1	214047	frag_c21	46627	211982	212056	45666	45760	155	F
frag_c1	214047	frag_c21	46627	211985	212052	45954	46059	140	F
frag_c1	214047	frag_c21	46627	211992	212057	45760	45853	155	F
frag_c1	214047	frag_c21	46627	212003	212094	44953	45022	155	F
frag_c1	214047	frag_c21	46627	212015	212085	46007	46103	163	F
frag_c1	214047	frag_c21	46627	212022	212085	45811	45916	164	F
frag_c1	214047	frag_c21	46627	212024	212089	45840	45910	155	F
frag_c1	214047	frag_c21	46627	212035	212098	45065	45164	163	F
frag_c1	214047	frag_c21	46627	212081	212178	45268	45344	164	F
frag_c1	214047	frag_c21	46627	212087	212175	45695	45783	165	F
frag_c1	214047	frag_c21	46627	212088	212178	45268	45344	158	F
frag_c1	214047	frag_c21	46627	212107	212222	45657	45713	162	F
frag_c1	214047	frag_c21	46627	212108	212192	45101	45194	137	F
frag_c1	214047	frag_c21	46627	212110	212186	45868	45946	149	F
frag_c1	214047	frag_c21	46627	212114	212207	44953	45032	145	F
frag_c1	214047	frag_c21	46627	212120	212218	45440	45507	129	F
frag_c1	214047	frag_c21	46627	212122	212205	45177	45266	157	F
frag_c1	214047	frag_c21	46627	212123	212166	45605	45726	159	F
frag_c1	214047	frag_c21	46627	212127	212191	45458	45546	78	F
frag_c1	214047	frag_c21	46627	212139	212248	45011	45073	144	F
frag_c1	214047	frag_c21	46627	212142	212213	45492	45586	163	F
frag_c1	214047	frag_c21	46627	212150	212229	45598	45679	164	F
frag_c1	214047	frag_c21	46627	212164	212255	45164	45257	166	F
frag_c1	214047	frag_c21	46627	212245	212338	45372	45444	163	F
frag_c1	214047	frag_c21	46627	212286	212335	45105	45205	146	F
frag_c1	214047	frag_c21	46627	212302	212389	45440	45522	155	F
frag_c1	214047	frag_c21	46627	212327	212432	45228	45299	165	F
frag_c1	214047	frag_c21	46627	212332	212389	45329	45418	161	F
frag_c1	214047	frag_c21	46627	212339	212444	45222	45289	164	F
frag_c1	214047	frag_c21	46627	212339	212444	45222	45289	164	F
frag_c1	214047	frag_c21	46627	212345	212417	45435	45529	164	F
frag_c1	214047	frag_c21	46627	212356	212438	45227	45314	164	F
frag_c1	214047	frag_c21	46627	212366	212476	45647	45706	163	F
frag_c1	214047	frag_c21	46627	212370	212438	45177	45269	162	F
frag_c1	214047	frag_c21	46627	212393	212460	45054	45155	113	F
frag_c1	214047	frag_c21	46627	212393	212470	44935	45017	163	F
frag_c1	214047	frag_c21	46627	212398	212480	44478	44573	157	F
frag_c1	214047	frag_c21	46627	212403	212489	45256	45348	165	F
frag_c1	214047	frag_c21	46627	212419	212518	44991	45056	162	F
frag_c1	214047	frag_c21	46627	212425	212520	45421	45481	149	F
frag_c1	214047	frag_c21	46627	212442	212538	44975	45043	162	F
frag_c1	214047	frag_c21	46627	212448	212533	45094	45168	135	F
frag_c1	214047	frag_c21	46627	212454	212535	44665	44727	160	F
frag_c1	214047	frag_c21	46627	212475	212549	44866	44951	162	F
frag_c1	214047	frag_c21	46627	212475	212564	45222	45293	157	F
frag_c1	214047	frag_c21	46627	212479	212553	44910	44995	162	F
frag_c1	214047	frag_c21	46627	212479	212569	44424	44489	162	F
frag_c1	214047	frag_c21	46627	212480	212578	44841	44903	136	F
frag_c1	214047	frag_c21	46627	212488	212578	45168	45237	162	F
frag_c1	214047	frag_c21	46627	212490	212582	45131	45194	150	F
frag_c1	214047	frag_c21	46627	212490	212582	45131	45194	161	F
frag_c1	214047	frag_c21	46627	212495	212587	45214	45295	164	F
frag_c1	214047	frag_c21	46627	212508	212602	45373	45449	164	F
frag_c1	214047	frag_c21	46627	212521	212610	44366	44447	145	F
frag_c1	214047	frag_c21	46627	212529	212622	45237	45317	165	F
frag_c1	214047	frag_c21	46627	212532	212619	44548	44620	164	F
frag_c1	214047	frag_c21	46627	212532	212637	44871	44939	153	F
frag_c1	214047	frag_c21	46627	212533	212602	45144	45230	162	F
frag_c1	214047	frag_c21	46627	212551	212642	45074	45159	164	F
frag_c1	214047	frag_c21	46627	212581	212661	45063	45153	156	F
frag_c1	214047	frag_c21	46627	212602	212691	44543	44620	155	F
frag_c1	214047	frag_c21	46627	212604	212661	44520	44622	152	F
frag_c1	214047	frag_c21	46627	212618	212707	45037	45112	155	F
frag_c1	214047	frag_c21	46627	212619	212719	44992	45062	163	F
frag_c1	214047	frag_c21	46627	212628	212727	44590	44659	152	F
frag_c1	214047	frag_c21	46627	212631	212744	44985	45034	146	F
frag_c1	214047	frag_c21	46627	212631	212744	44985	45034	160	F
frag_c1	214047	frag_c21	46627	212642	212754	44583	44626	141	F
frag_c1	214047	frag_c21	46627	212645	212700	45215	45339	163	F
frag_c1	214047	frag_c21	46627	212654	212764	44306	44368	144	F
frag_c1	214047	frag_c21	46627	212666	212768	44984	45061	145	F
frag_c1	214047	frag_c21	46627	212673	212744	44557	44644	154	F
frag_c1	214047	frag_c21	46627	212682	212766	44456	44526	156	F
frag_c1	214047	frag_c21	46627	212686	212776	44179	44247	162	F
frag_c1	214047	frag_c21	46627	212693	212804	45037	45081	136	F
frag_c1	214047	frag_c21	46627	212698	212776	44514	44608	164	F
frag_c1	214047	frag_c21	46627	212710	212779	44367	44448	162	F
frag_c1	214047	frag_c21	46627	212713	212804	44993	45061	162	F
frag_c1	214047	frag_c21	46627	212714	212778	45060	45141	161	F
frag_c1	214047	frag_c21	46627	212721	212825	44911	44971	149	F
frag_c1	214047	frag_c21	46627	212722	212791	44925	45017	162	F
frag_c1	214047	frag_c21	46627	212735	212824	44513	44594	156	F
frag_c1	214047	frag_c21	46627	212741	212830	44838	44909	163	F
frag_c1	214047	frag_c21	46627	212744	212825	44997	45067	163	F
frag_c1	214047	frag_c21	46627	212746	212831	45405	45468	160	F
frag_c1	214047	frag_c21	46627	212757	212849	44283	44356	163	F
frag_c1	214047	frag_c21	46627	212798	212935	44377	44416	151	F
frag_c1	214047	frag_c21	46627	212800	212872	44475	44570	157	F
frag_c1	214047	frag_c21	46627	212872	212980	44502	44559	150	F
frag_c1	214047	frag_c21	46627	212875	212947	44384	44453	161	F
frag_c1	214047	frag_c21	46627	212884	212979	44864	44944	164	F
frag_c1	214047	frag_c21	46627	212903	212975	44577	44673	164	F
frag_c1	214047	frag_c21	46627	212906	213008	44891	44941	141	F
frag_c1	214047	frag_c21	46627	212906	213008	44891	44941	160	F
frag_c1	214047	frag_c21	46627	212912	213008	44293	44360	163	F
frag_c1	214047	frag_c21	46627	212912	213012	44266	44332	163	F
frag_c1	214047	frag_c21	46627	212961	213034	44260	44345	163	F
frag_c1	214047	frag_c21	46627	212974	213071	45081	45146	162	F
frag_c1	214047	frag_c21	46627	212975	213090	44185	44247	150	F
frag_c1	214047	frag_c21	46627	212981	213067	44311	44387	153	F
frag_c1	214047	frag_c21	46627	213015	213104	44717	44776	139	F
frag_c1	214047	frag_c21	46627	213016	213105	44584	44666	164	F
frag_c1	214047	frag_c21	46627	213018	213082	44220	44267	139	F
frag_c1	214047	frag_c21	46627	213027	213125	44392	44460	153	F
frag_c1	214047	frag_c21	46627	213029	213094	44743	44841	152	F
frag_c1	214047	frag_c21	46627	213032	213097	44901	44986	116	F
frag_c1	214047	frag_c21	46627	213038	213092	44723	44811	160	F
frag_c1	214047	frag_c21	46627	213038	213138	44397	44466	163	F
frag_c1	214047	frag_c21	46627	213040	213121	44256	44336	144	F
frag_c1	214047	frag_c21	46627	213044	213127	44616	44703	155	F
frag_c1	214047	frag_c21	46627	213053	213128	44563	44656	163	F
frag_c1	214047	frag_c21	46627	213064	213160	44171	44245	161	F
frag_c1	214047	frag_c21	46627	213073	213149	44492	44559	147	F
frag_c1	214047	frag_c21	46627	213075	213169	44515	44594	165	F
frag_c1	214047	frag_c21	46627	213076	213174	44185	44247	161	F
frag_c1	214047	frag_c21	46627	213078	213166	43873	43952	165	F
frag_c1	214047	frag_c21	46627	213080	213160	44422	44502	145	F
frag_c1	214047	frag_c21	46627	213082	213160	43797	43895	165	F
frag_c1	214047	frag_c21	46627	213086	213173	44032	44104	164	F
frag_c1	214047	frag_c21	46627	213087	213181	44379	44446	163	F
frag_c1	214047	frag_c21	46627	213088	213172	44489	44574	155	F
frag_c1	214047	frag_c21	46627	213091	213172	44189	44267	153	F
frag_c1	214047	frag_c21	46627	213091	213190	44444	44515	152	F
frag_c1	214047	frag_c21	46627	213091	213200	44933	44998	163	F
frag_c1	214047	frag_c21	46627	213093	213145	44145	44237	152	F
frag_c1	214047	frag_c21	46627	213096	213160	44515	44609	162	F
frag_c1	214047	frag_c21	46627	213096	213172	44545	44634	163	F
frag_c1	214047	frag_c21	46627	213099	213166	44522	44616	163	F
frag_c1	214047	frag_c21	46627	213101	213179	44555	44653	165	F
frag_c1	214047	frag_c21	46627	213111	213196	44111	44184	163	F
frag_c1	214047	frag_c21	46627	213125	213217	44583	44657	161	F
frag_c1	214047	frag_c21	46627	213131	213228	44269	44344	164	F
frag_c1	214047	frag_c21	46627	213140	213225	44302	44383	163	F
frag_c1	214047	frag_c21	46627	213145	213217	44545	44634	163	F
frag_c1	214047	frag_c21	46627	213145	213245	44406	44453	152	F
frag_c1	214047	frag_c21	46627	213158	213280	44205	44244	154	F
frag_c1	214047	frag_c21	46627	213160	213242	44466	44559	145	F
frag_c1	214047	frag_c21	46627	213173	213258	44455	44533	159	F
frag_c1	214047	frag_c21	46627	213175	213276	44312	44376	153	F
frag_c1	214047	frag_c21	46627	213226	213338	44491	44538	143	F
frag_c1	214047	frag_c21	46627	213232	213328	44197	44248	155	F
frag_c1	214047	frag_c21	46627	213244	213333	44573	44638	162	F
frag_c1	214047	frag_c21	46627	213251	213366	44431	44484	148	F
frag_c1	214047	frag_c21	46627	213258	213364	43860	43913	162	F
frag_c1	214047	frag_c21	46627	213262	213353	44128	44199	163	F
frag_c1	214047	frag_c21	46627	213267	213340	44531	44634	164	F
frag_c1	214047	frag_c21	46627	213271	213379	44310	44384	154	F
frag_c1	214047	frag_c21	46627	213288	213364	44428	44507	154	F
frag_c1	214047	frag_c21	46627	213294	213371	43971	44052	163	F
frag_c1	214047	frag_c21	46627	213305	213375	44084	44138	159	F
frag_c1	214047	frag_c21	46627	213312	213384	44349	44441	160	F
frag_c1	214047	frag_c21	46627	213314	213384	43912	44005	163	F
frag_c1	214047	frag_c21	46627	213327	213375	44091	44219	156	F
frag_c1	214047	frag_c21	46627	213331	213412	43928	43986	151	F
frag_c1	214047	frag_c21	46627	213336	213391	44462	44555	137	F
frag_c1	214047	frag_c21	46627	213358	213409	44269	44344	148	F
frag_c1	214047	frag_c21	46627	213366	213438	43660	43760	157	F
frag_c1	214047	frag_c21	46627	213402	213469	44070	44177	163	F
frag_c1	214047	frag_c21	46627	213409	213509	43846	43901	160	F
